iter	RMSE
343	1842.885517
344	1842.875435
345	1842.716934
346	1842.618849
347	1842.419423
348	1842.274158
349	1842.054838
350	1841.917199
351	1841.795529
352	1841.523463
353	1841.199673
354	1841.094152
355	1840.814831
356	1840.767865
357	1840.665678
358	1840.575111
359	1840.24148
360	1840.080146
361	1839.868746
362	1839.650097
363	1839.624733
364	1839.31962
365	1839.238142
366	1839.066458
367	1838.858484
368	1838.764067
369	1838.467721
370	1838.279251
371	1838.145849
372	1837.946193
373	1837.825411
374	1837.713319
375	1837.690923
376	1837.656751
377	1837.590608
378	1837.563756
379	1837.559849
380	1837.523702
381	1837.441891
382	1837.377079
383	1837.196434
384	1836.959119
385	1836.80281
386	1836.727708
387	1836.637998
388	1836.507488
389	1836.47145
390	1836.426268
391	1836.331307
392	1836.167913
393	1836.092123
394	1836.023014
395	1835.870758
396	1835.816534
397	1835.745588
398	1835.603863
399	1835.572009
400	1835.510987
401	1835.472886
402	1835.30094
403	1835.145369
404	1835.060673
405	1834.968696
406	1834.849746
407	1834.827941
408	1834.786526
409	1834.709903
410	1834.629612
411	1834.505019
412	1834.430561
413	1834.369665
414	1834.24133
415	1834.170499
416	1834.058707
417	1834.022658
418	1833.936052
419	1833.893178
420	1833.813645
421	1833.79603
422	1833.675194
423	1833.551909
424	1833.52445
425	1833.506276
426	1833.473076
427	1833.415167
428	1833.313249
429	1833.256026
430	1833.176558
431	1833.104867
432	1833.102771
433	1833.029665
434	1832.991144
435	1832.897041
436	1832.867844
437	1832.843267
438	1832.800396
439	1832.775466
440	1832.737116
441	1832.664717
442	1832.648405
443	1832.625565
444	1832.588713
445	1832.576489
446	1832.551246
447	1832.490261
448	1832.484632
449	1832.452724
450	1832.374327
451	1832.354902
452	1832.312521
453	1832.289041
454	1832.265454
455	1832.213509
456	1832.194437
457	1832.182481
458	1832.148812
459	1832.100112
460	1832.054547
461	1832.035735
462	1832.030122
463	1832.011522
464	1831.9875
465	1831.965358
466	1831.953127
467	1831.938846
468	1831.918956
469	1831.903532
470	1831.849203
471	1831.824451
472	1831.775367
473	1831.75423
474	1831.73327
475	1831.724297
476	1831.690893
477	1831.680103
478	1831.66233
479	1831.611708
480	1831.60478
481	1831.603214
482	1831.582114
483	1831.574183
484	1831.564333
485	1831.562323
486	1831.556035
487	1831.542913
488	1831.534344
489	1831.520603
490	1831.499113
491	1831.465268
492	1831.427309
493	1831.413732
494	1831.368367
495	1831.354604
496	1831.318043
497	1831.300049
498	1831.290937
499	1831.256476
500	1831.24155
501	1831.216208
502	1831.204668
503	1831.197976
504	1831.190412
505	1831.162502
506	1831.152464
507	1831.128619
508	1831.112635
509	1831.098546
510	1831.080739
511	1831.0795
512	1831.067181
513	1831.052199
514	1831.042287
515	1831.027326
516	1831.016695
517	1830.994457
518	1830.987786
519	1830.977891
520	1830.966676
521	1830.956037
522	1830.945501
523	1830.945176
524	1830.939789
525	1830.920769
526	1830.910039
527	1830.892954
528	1830.880193
529	1830.867614
530	1830.860203
531	1830.8498
532	1830.842338
533	1830.833655
534	1830.820992
535	1830.804266
536	1830.799823
537	1830.783256
538	1830.76811
539	1830.757241
540	1830.751157
541	1830.747549
542	1830.745904
543	1830.745626
544	1830.738644
545	1830.724417
546	1830.722349
547	1830.71853
548	1830.705017
549	1830.702223
550	1830.691819
551	1830.686622
552	1830.67892
553	1830.671705
554	1830.670948
555	1830.668073
556	1830.657641
557	1830.654297
558	1830.650476
559	1830.63978
560	1830.639641
561	1830.63601
562	1830.632366
563	1830.624705
564	1830.620055
565	1830.615214
566	1830.611704
567	1830.605092
568	1830.596975
569	1830.588502
570	1830.581155
571	1830.578465
572	1830.571859
573	1830.567814
574	1830.561135
575	1830.557698
576	1830.554272
577	1830.54966
578	1830.54311
579	1830.53753
580	1830.5305
581	1830.527766
582	1830.52464
583	1830.520936
584	1830.52015
585	1830.516279
586	1830.515498
587	1830.515152
588	1830.513124
589	1830.509368
590	1830.50387
591	1830.500708
592	1830.497028
593	1830.496232
594	1830.493377
595	1830.49148
596	1830.490706
597	1830.489368
598	1830.486838
599	1830.484459
600	1830.479556
601	1830.477091
602	1830.470983
603	1830.469066
604	1830.466982
605	1830.466545
606	1830.46242
607	1830.458908
608	1830.454827
609	1830.450322
610	1830.449249
611	1830.448773
612	1830.446065
613	1830.443049
614	1830.441544
615	1830.440437
616	1830.438645
617	1830.435882
618	1830.433948
619	1830.432667
620	1830.431418
621	1830.429756
622	1830.428643
623	1830.425609
624	1830.423587
625	1830.421885
626	1830.418502
627	1830.417475
628	1830.414859
629	1830.414043
630	1830.411248
631	1830.409751
632	1830.408891
633	1830.405428
634	1830.403329
635	1830.40252
636	1830.40025
637	1830.39803
638	1830.395445
639	1830.394353
640	1830.392587
641	1830.39101
642	1830.389742
643	1830.389291
644	1830.388318
645	1830.387068
646	1830.385669
647	1830.383745
648	1830.383539
649	1830.382055
650	1830.380554
651	1830.37881
652	1830.377931
653	1830.376461
654	1830.375438
655	1830.374885
656	1830.374101
657	1830.373474
658	1830.373301
659	1830.372588
660	1830.371679
661	1830.369427
662	1830.368493
663	1830.367475
664	1830.366072
665	1830.364783
666	1830.36407
667	1830.362973
668	1830.362126
669	1830.359314
670	1830.357759
671	1830.356922
672	1830.355778
673	1830.355397
674	1830.35454
675	1830.354036
676	1830.353468
677	1830.352674
678	1830.35168
679	1830.351031
680	1830.350887
681	1830.35059
682	1830.349892
683	1830.349128
684	1830.348437
685	1830.348104
686	1830.347573
687	1830.347173
688	1830.346609
689	1830.345974
690	1830.3453
691	1830.344517
692	1830.344194
693	1830.34346
694	1830.343391
695	1830.342673
696	1830.342366
697	1830.342086
698	1830.341378
699	1830.340995
700	1830.340762
701	1830.340666
702	1830.340296
703	1830.340131
704	1830.338829
705	1830.338682
706	1830.338353
707	1830.337509
708	1830.336986
709	1830.336784
710	1830.336238
711	1830.335883
712	1830.335766
713	1830.335677
714	1830.335311
715	1830.335276
716	1830.335079
717	1830.334916
718	1830.334652
719	1830.333627
720	1830.333409
721	1830.332701
722	1830.332432
723	1830.33208
724	1830.331229
725	1830.330999
726	1830.330396
727	1830.330177
728	1830.32976
729	1830.329373
730	1830.328905
731	1830.328659
732	1830.328538
733	1830.328247
734	1830.327671
735	1830.327281
736	1830.326895
737	1830.326766
738	1830.326313
739	1830.32605
740	1830.325975
741	1830.325767
742	1830.325607
743	1830.325452
744	1830.325325
745	1830.325012
746	1830.324826
747	1830.324659
748	1830.324501
749	1830.324126
750	1830.323991
751	1830.32371
752	1830.323622
753	1830.323428
754	1830.323363
755	1830.323082
756	1830.322789
757	1830.322518
758	1830.322218
759	1830.322059
760	1830.321903
761	1830.321724
762	1830.321528
763	1830.321461
764	1830.321102
765	1830.320861
766	1830.320715
767	1830.320577
768	1830.320554
769	1830.320461
770	1830.320161
771	1830.320153
772	1830.320037
773	1830.31986
774	1830.319795
775	1830.319792
776	1830.319441
777	1830.319255
778	1830.319157
779	1830.319084
780	1830.319008
781	1830.318822
782	1830.318732
783	1830.31868
784	1830.318503
785	1830.318457
786	1830.318224
787	1830.318119
788	1830.318003
789	1830.317915
790	1830.3179
791	1830.317856
792	1830.317705
793	1830.317663
794	1830.317506
795	1830.317415
796	1830.317329
797	1830.317165
798	1830.317028
799	1830.316883
800	1830.316787
801	1830.3166
802	1830.316542
803	1830.316474
804	1830.316435
805	1830.316326
806	1830.316197
807	1830.316153
808	1830.316041
809	1830.315972
810	1830.315875
811	1830.315785
812	1830.315735
813	1830.315675
814	1830.315541
815	1830.315488
816	1830.315412
817	1830.315325
818	1830.315275
819	1830.315215
820	1830.315149
821	1830.315076
822	1830.315
823	1830.314914
824	1830.314875
825	1830.314841
826	1830.314794
827	1830.314763
828	1830.314734
829	1830.314638
830	1830.314592
831	1830.314473
832	1830.314429
833	1830.314383
834	1830.314358
835	1830.314332
836	1830.314292
837	1830.314226
838	1830.314145
839	1830.314126
840	1830.31407
841	1830.314014
842	1830.313916
843	1830.313901
844	1830.313857
845	1830.313819
846	1830.313806
847	1830.313764
848	1830.31375
849	1830.313698
850	1830.313665
851	1830.313615
852	1830.313584
853	1830.313522
854	1830.313503
855	1830.313449
856	1830.313397
857	1830.313395
858	1830.313358
859	1830.313317
860	1830.313265
861	1830.313221
862	1830.313192
863	1830.313158
864	1830.31314
865	1830.313115
866	1830.313064
867	1830.31304
868	1830.313024
869	1830.313003
870	1830.312948
871	1830.312916
872	1830.312902
873	1830.312887
874	1830.312859
875	1830.312855
876	1830.312826
877	1830.312824
878	1830.312778
879	1830.312761
880	1830.312758
881	1830.312742
882	1830.312726
883	1830.312668
884	1830.312651
885	1830.312609
886	1830.312583
887	1830.31255
888	1830.312514
889	1830.312506
890	1830.312456
891	1830.312427
892	1830.312416
893	1830.312403
894	1830.312371
895	1830.312352
896	1830.312335
897	1830.312312
898	1830.312294
899	1830.312264
900	1830.312264
901	1830.312251
902	1830.312236
903	1830.312227
904	1830.312194
905	1830.312175
906	1830.312157
907	1830.312129
908	1830.312105
909	1830.312074
910	1830.312052
911	1830.312032
912	1830.311995
913	1830.311956
914	1830.311932
915	1830.311912
916	1830.311879
917	1830.311851
918	1830.311838
919	1830.311829
920	1830.311812
921	1830.3118
922	1830.311793
923	1830.311779
924	1830.31177
925	1830.311764
926	1830.311749
927	1830.311729
928	1830.311713
929	1830.3117
930	1830.311673
931	1830.31166
932	1830.311648
933	1830.311644
934	1830.311628
935	1830.311618
936	1830.311611
937	1830.311605
938	1830.311597
939	1830.311591
940	1830.311584
941	1830.311577
942	1830.311563
943	1830.31156
944	1830.311548
945	1830.311538
946	1830.311534
947	1830.311525
948	1830.31152
949	1830.311516
950	1830.311507
951	1830.311494
952	1830.31148
953	1830.311469
954	1830.311457
955	1830.311451
956	1830.311444
957	1830.311438
958	1830.311431
959	1830.311428
960	1830.311423
961	1830.311406
962	1830.311397
963	1830.311386
964	1830.311381
965	1830.311372
966	1830.311362
967	1830.311355
968	1830.311348
969	1830.311342
970	1830.311338
971	1830.311336
972	1830.31133
973	1830.311325
974	1830.311318
975	1830.311309
976	1830.311305
977	1830.311294
978	1830.31129
979	1830.311284
980	1830.31128
981	1830.311274
982	1830.311263
983	1830.311261
984	1830.311258
985	1830.311252
986	1830.311244
987	1830.311241
988	1830.311234
989	1830.311229
990	1830.311227
991	1830.311222
992	1830.311219
993	1830.311217
994	1830.311213
995	1830.311209
996	1830.311205
997	1830.311201
998	1830.311196
999	1830.311191
1000	1830.311184
1001	1830.311184
1002	1830.311177
1003	1830.311173
1004	1830.311168
1005	1830.311163
1006	1830.311159
1007	1830.311155
1008	1830.311152
1009	1830.311151
1010	1830.311146
1011	1830.31114
1012	1830.311137
1013	1830.311136
1014	1830.311132
1015	1830.31113
1016	1830.311127
1017	1830.311124
1018	1830.311118
1019	1830.311114
1020	1830.31111
1021	1830.311109
1022	1830.311107
1023	1830.311107
1024	1830.311105
1025	1830.311101
1026	1830.311097
1027	1830.311094
1028	1830.311093
1029	1830.31109
1030	1830.31109
1031	1830.311086
1032	1830.311085
1033	1830.311084
1034	1830.311081
1035	1830.311079
1036	1830.311075
1037	1830.311073
1038	1830.311071
1039	1830.311069
1040	1830.311068
1041	1830.311066
1042	1830.311063
1043	1830.311062
1044	1830.311062
1045	1830.31106
1046	1830.31106
1047	1830.311057
1048	1830.311056
1049	1830.311054
1050	1830.311052
1051	1830.31105
1052	1830.31105
1053	1830.311047
1054	1830.311047
1055	1830.311045
1056	1830.311044
1057	1830.311043
1058	1830.31104
1059	1830.311037
1060	1830.311037
1061	1830.311034
1062	1830.311033
1063	1830.311031
1064	1830.311029
1065	1830.311027
1066	1830.311026
1067	1830.311023
1068	1830.311022
1069	1830.31102
1070	1830.311019
1071	1830.311017
1072	1830.311016
1073	1830.311016
1074	1830.311014
1075	1830.311013
1076	1830.311012
1077	1830.311009
1078	1830.311009
1079	1830.311007
1080	1830.311004
1081	1830.311003
1082	1830.311002
1083	1830.311002
1084	1830.311
1085	1830.310999
1086	1830.310997
1087	1830.310997
1088	1830.310996
1089	1830.310994
1090	1830.310993
1091	1830.310992
1092	1830.310991
1093	1830.31099
1094	1830.31099
1095	1830.31099
1096	1830.310988
1097	1830.310988
1098	1830.310987
1099	1830.310986
1100	1830.310986
1101	1830.310985
1102	1830.310984
1103	1830.310984
1104	1830.310983
1105	1830.310982
1106	1830.310981
1107	1830.31098
1108	1830.31098
1109	1830.310979
1110	1830.310979
1111	1830.310978
1112	1830.310978
1113	1830.310977
1114	1830.310976
1115	1830.310976
1116	1830.310976
1117	1830.310975
1118	1830.310974
1119	1830.310973
1120	1830.310973
1121	1830.310972
1122	1830.310972
1123	1830.310971
1124	1830.31097
1125	1830.31097
1126	1830.310969
1127	1830.310969
1128	1830.310968
1129	1830.310968
1130	1830.310967
1131	1830.310966
1132	1830.310966
1133	1830.310965
1134	1830.310965
1135	1830.310965
1136	1830.310964
1137	1830.310964
1138	1830.310963
1139	1830.310963
1140	1830.310962
1141	1830.310961
1142	1830.31096
1143	1830.31096
1144	1830.310959
1145	1830.310959
1146	1830.310959
1147	1830.310958
1148	1830.310958
1149	1830.310957
1150	1830.310957
1151	1830.310956
1152	1830.310956
1153	1830.310956
1154	1830.310956
1155	1830.310955
1156	1830.310955
1157	1830.310954
1158	1830.310954
1159	1830.310954
1160	1830.310954
1161	1830.310954
1162	1830.310954
1163	1830.310953
1164	1830.310953
1165	1830.310952
1166	1830.310952
1167	1830.310952
1168	1830.310951
1169	1830.310951
1170	1830.31095
1171	1830.31095
1172	1830.31095
1173	1830.310949
1174	1830.310949
1175	1830.310949
1176	1830.310948
1177	1830.310948
1178	1830.310948
1179	1830.310948
1180	1830.310947
1181	1830.310947
1182	1830.310947
1183	1830.310947
1184	1830.310947
1185	1830.310946
1186	1830.310946
1187	1830.310946
1188	1830.310946
1189	1830.310946
1190	1830.310946
1191	1830.310946
1192	1830.310946
1193	1830.310945
1194	1830.310945
1195	1830.310945
1196	1830.310945
1197	1830.310945
1198	1830.310944
1199	1830.310944
